time_h,S,DO2,O2,P,V,Wt,pH,T,Q,Viscosity,Culture_age,a0,a1,a3,a4,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,nm,phi0,CO2outgas,CO2_d,PAA,NH3,mu_P_calc,mu_X_calc,Fg,RPM,Fpaa,Fs,Fa,Fb,Fc,Foil,Fh,Fw,pressure,Fremoved
2.6,1.754915487,14.4462238,0.2052327651,1.829223128e-16,57660.93665,61574.35402,6.521816358,297.9869369,14.68938395,5.127242373,1.367188131,0.2619233585,0.3659745142,1.028648324e-16,7.878224273e-20,16758366.15,4776740.472,919529.3412,132819.6094,15325.88449,1471.511679,120.9577802,8.692004285,0.5548560906,0.03159912023,0.006777608516,0.0001371040625,0.1146183241,0.3011412295,1551.018848,1652.873816,0.00771168192,0.07073457453,30,100,5,8,0,14.2520541,25.93334538,22,2.317675343,0,0.6,-0
2.8,1.792447139,14.41657409,0.205023029,2.63652792e-16,57659.51404,61577.39979,6.508192055,297.9635895,8.495908552,5.222713,1.494644051,0.2719848662,0.3746775124,2.307922331e-16,1.904939541e-19,17970539.69,5486044.442,1136220.561,176778.6261,21978.61528,2273.911463,201.4053975,15.59429603,1.072544257,0.06577842854,0.01410771646,0.0001470211341,0.1170453517,0.3077052208,1559.604653,1656.720123,0.007640959833,0.07058527944,30,100,5,8,0,6.084790807,15.44225701,22,0.2317675343,0,0.6,-0
3,1.828434244,14.39437534,0.204863386,2.088619479e-16,57657.55277,61579.91467,6.491378619,297.9525392,5.564558297,5.319391597,1.625919252,0.2822644222,0.3838236274,4.893307931e-16,4.330491466e-19,19187388.22,6237533.47,1382486.672,230480.0174,30716.23581,3406.764412,323.4718378,26.84789437,1.979336414,0.1300601092,0.02789260239,0.0001569764528,0.1195590974,0.3144041042,1568.205871,1660.573277,0.007617502758,0.07036151169,30,100,5,8,0,3.366525846,7.129051779,22,0.02317675343,0,0.6,-0
3.2,1.877215935,14.37239961,0.2047262266,2.343565483e-16,57657.78948,61585.09185,6.480903176,297.9502034,4.94493856,5.417277787,1.761156286,0.2928246438,0.393452517,9.87582666e-16,9.329175662e-19,20406559.85,7030043.38,1659660.878,295134.9026,41972.54308,4968.156001,503.4369906,44.59211601,3.508230651,0.2458903578,0.05273003547,0.0001669507773,0.1221683379,0.3212815593,1576.722757,1664.352281,0.007595605913,0.070559855,30,100,5,15,0,7.346628664,2.126393085,22,0.002317675343,0,0.6,-0
3.4,1.923889291,14.34176294,0.2045254894,2.380691049e-16,57659.65386,61591.90583,6.481296629,297.9531853,5.735993191,5.516375419,1.900511019,0.303683809,0.4035764374,1.908730684e-15,1.917110723e-18,21626118.77,7862197.861,1968967.448,371989.276,56229.95185,7075.306155,762.160432,71.76223603,6.001294855,0.4469280243,0.09583535149,0.0001769282705,0.1248818143,0.3283870076,1585.163379,1668.072779,0.007646557799,0.07075918951,30,100,5,15,0,15.48591467,0.0001,22,0.0002317675343,0,0.6,-0
3.6,1.968282086,14.3082139,0.2042895183,2.53505753e-16,57663.11004,61600.30638,6.493145306,297.9591093,7.307641632,5.616690024,2.044146807,0.3148669288,0.4142157937,3.550417528e-15,3.778458511e-18,22848900.09,8732629.362,2311514.398,462316.7004,74019.93071,9866.477068,1125.919306,112.3022321,9.948389936,0.7845018443,0.1682107112,0.0001869321267,0.1277053795,0.335754135,1593.512192,1671.734766,0.007608009141,0.07102342527,30,100,5,15,0,23.45245119,0.0001,22,0.0001,0,0.6,-0
3.8,2.010703207,14.2734666,0.2040370976,2.344255451e-16,57667.20869,61609.35424,6.508944671,297.9676879,9.583740614,5.718227239,2.192229538,0.3263649778,0.425361205,6.382188248e-15,7.174633079e-18,24077530.77,9640051.039,2688295.905,567410.8636,95922.84068,13502.77639,1627.300622,171.410633,16.03525289,1.334860759,0.2861983385,0.000196983838,0.1306401118,0.343388015,1601.828122,1675.365947,0.007580967537,0.07110662334,30,100,5,15,0,26.67672436,0.2659711324,22,0.0001,0,0.6,-0
4,2.05076261,14.23979268,0.2037912301,2.838207682e-16,57670.69009,61617.77704,6.51830126,297.9771355,12.09063671,5.820990266,2.344918288,0.3381546875,0.4369883002,1.11260935e-14,1.317566366e-17,25314465.37,10583248.38,3100194.765,688578.8463,122567.7663,18170.02665,2306.185364,255.8286262,25.20333219,2.208749828,0.4735317127,0.0002071034855,0.1336808506,0.3512892777,1610.127092,1679.003809,0.007580516888,0.0709265539,30,100,5,15,0,23.60494975,1.647749663,22,0.0001,0,0.6,-0
4.2,2.116139946,14.19612471,0.2035671529,2.85821701e-16,57672.8124,61626.28157,6.517216568,297.9869865,14.70473358,5.924984267,2.502381082,0.350309248,0.4491605717,1.886676169e-14,2.347755632e-17,26554091.31,11560961.75,3547984.155,827134.1419,154631.7211,24080.49256,3210.781436,374.1666942,38.7222201,3.563732688,0.7639747258,0.0002172451515,0.1368323264,0.3594665381,1618.430074,1683.223033,0.007596363038,0.07105736322,30,100,5,15,0,16.82431408,3.631139908,30,0.0001,0,0.6,-0
4.4,2.178908707,14.17429523,0.2034514298,3.724912418e-16,57673.66511,61633.51312,6.506394245,297.9972718,17.43421979,6.030218335,2.664802641,0.3628456243,0.4618879469,3.119934905e-14,4.070568742e-17,27791373.36,12571552.95,4032316.97,984389.6714,192838.5413,31474.53686,4398.717905,537.2745111,58.27670025,5.619864369,1.204677955,0.0002273676416,0.1401023939,0.3679504738,1626.689629,1687.465957,0.0076485376,0.07117917858,30,100,5,15,0,10.49118562,6.101442779,30,0.0001,0,0.6,-0
4.6,2.239733261,14.14421591,0.2032949445,7.20208197e-16,57674.1139,61640.36013,6.492128484,298.0063492,19.84324283,6.136701019,2.832368321,0.3757540815,0.4751567395,5.042511534e-14,6.883749827e-17,29029142.38,13613377.55,4553716.736,1161650.312,237957.3963,40622.16912,5938.191014,758.6552861,86.07008221,8.679345224,1.860386905,0.0002374941157,0.1434930472,0.3767574124,1634.897804,1691.70763,0.007620222359,0.07118778063,30,100,5,15,0,8.485513806,9.08797933,30,0.0001,0,0.6,-0
4.8,2.297341123,14.10582967,0.2030689953,6.585647934e-16,57675.29619,61647.92048,6.482661071,298.0155022,22.27243626,6.244442243,3.005272414,0.3890926457,0.4890216861,7.980732614e-14,1.137835367e-16,30270219.99,14684893.82,5112581.626,1360205.588,290801.0327,51824.52088,7909.170259,1054.929349,124.9462331,13.15096182,2.818674521,0.0002476476582,0.1470126789,0.3858972173,1643.060174,1695.912736,0.007616162433,0.0714611935,30,100,5,15,0,12.16628061,12.04023525,30,0.0001,0,0.6,-0
5,2.35175154,14.06407852,0.2027991117,7.596251649e-16,57677.96411,61656.95592,6.480486387,298.0232953,24.34081241,6.353453386,3.183719189,0.402857072,0.5034762652,1.238981056e-13,1.841671479e-16,31517614.26,15784680.43,5709190.605,1581322.13,352223.1664,65414.97719,10404.58407,1446.331837,178.5291914,19.5796552,4.19627047,0.0002578528787,0.1506681454,0.3954032755,1651.099353,1700.058899,0.007647362928,0.0716431658,30,100,5,15,0,19.60725483,15.36805154,30,0.0001,0,0.6,-0
5.2,2.403439205,14.02491848,0.2025446633,7.591872528e-16,57681.28998,61666.66651,6.486855832,298.0313326,26.47419867,6.463744925,3.36791347,0.4170556572,0.5185286615,1.889612967e-13,2.923767412e-16,32774023.9,16911434.65,6343709.852,1826237.401,423116.2322,81760.43276,13531.61308,1957.274566,251.3873716,28.68283408,6.146833219,0.000268131856,0.1544612974,0.4052658231,1649.687896,1701.597666,0.007620278955,0.07174960775,30,100,0,15,0,27.90953728,18.56933854,30,0.0001,0,0.6,-0
5.4,2.452526241,13.98207215,0.2022570576,7.587349249e-16,57685.76336,61677.51815,6.499899953,298.038202,28.29774888,6.575324453,3.558050902,0.4316372819,0.5341220944,2.834930518e-13,4.559315832e-16,34041795.6,18063961.79,7016199.371,2096153.245,504408.3472,101262.1903,17412.95262,2616.94468,349.2193466,41.39365711,8.870212307,0.000278503789,0.1583862374,0.4154843249,1648.202142,1703.088745,0.007566788037,0.07154554141,30,100,0,15,0,33.65935362,22.15735132,30,0.0001,0,0.6,-0
5.6,2.499303011,13.95250412,0.2020783891,7.582821036e-16,57690.34188,61688.48712,6.511955977,298.0450864,30.12547437,6.688210415,3.754382573,0.4466111991,0.5502651805,4.194684302e-13,7.00463902e-16,35323155.69,19241411.52,7727012.782,2392514.211,597188.8508,124399.1103,22199.06272,3462.28939,479.488766,58.97861311,12.63762066,0.0002889868917,0.1624384853,0.4260347624,1646.671127,1704.562801,0.007543739246,0.07126991989,30,100,0,15,0,34.19697013,25.64199278,30,0.0001,0,0.6,-0
5.8,2.543055617,13.92863777,0.201992341,7.578412304e-16,57694.06654,61698.5951,6.519267464,298.0484749,31.02516515,6.802395639,3.957041492,0.4620342114,0.5670145561,6.117688836e-13,1.059342498e-15,36620148.98,20442505.15,8475596.033,2716154.631,702331.7016,151608.8381,28039.50731,4532.529782,650.579345,82.93554122,17.76977449,0.0002995978933,0.1666222753,0.4369636703,1645.11711,1706.046725,0.007564453761,0.07118566067,30,100,0,15,0,29.93677667,29.39816804,30,0.0001,0,0.6,-0
6,2.583021299,13.87221919,0.2016859738,7.574195264e-16,57696.35542,61707.24906,6.517511202,298.052476,32.08761271,6.917895079,4.166270302,0.4780214987,0.5844927506,8.804399347e-13,1.579068923e-15,37935491.48,21666389.33,9261771.611,3068167.472,820867.6987,183405.8466,35113.19058,5875.77444,873.075762,115.2156069,24.68441971,0.0003103590139,0.1709578892,0.4482800532,1643.54593,1707.554437,0.007546359499,0.07151041951,30,100,0,15,0,22.76438852,32.20629809,30,0.0001,0,0.6,-0
6.2,2.620207969,13.83401214,0.2014610127,7.570145722e-16,57697.35201,61714.60406,6.508560002,298.0560844,33.04581535,7.034721218,4.382305197,0.4944851253,0.602603796,1.251358798e-12,2.321962351e-15,39271773.26,22912302.42,10085215.76,3449539.485,953826.0568,220333.2099,43617.68389,7547.374887,1159.639721,158.24359,33.90064998,0.0003212914437,0.1754463216,0.4599999551,1641.961695,1709.084497,0.00753410243,0.07136180138,30,100,0,15,0,16.30906521,35.37908563,30,0.0001,0,0.6,-0
6.4,2.654217002,13.79116599,0.2012165605,7.566166389e-16,57697.77182,61721.36289,6.495424472,298.0573401,33.37928508,7.15288163,4.605361746,0.5113962271,0.6213127899,1.757817002e-12,3.371089314e-15,40631270.25,24179616.08,10945557.11,3861213.161,1102260.366,262972.4525,53773.02737,9611.302435,1525.439366,215.0297884,46.06284088,0.0003324138024,0.1800773665,0.4721204623,1640.34685,1710.616538,0.007477965904,0.07105493605,30,100,0,15,0,13.42880418,38.56180767,30,0.0001,0,0.6,-0
6.6,2.685597654,13.7506675,0.2009831412,7.562119897e-16,57698.6645,61728.59523,6.485500583,298.056064,33.0403939,7.272381228,4.835644573,0.5287338025,0.6405924269,2.442204554e-12,4.835934147e-15,42016135.04,25467818.7,11842361.91,4304067.01,1267236.949,311940.7666,65822.26065,12140.87105,1988.484968,289.2762577,61.96336255,0.000343743701,0.184845086,0.4846317992,1638.67371,1712.119847,0.007498639507,0.07065438678,30,100,0,15,0,15.79345597,41.0711255,30,0.0001,0,0.6,-0
6.8,2.712692709,13.68815247,0.2005999716,7.557906829e-16,57700.81916,61737.06862,6.484262689,298.0569121,33.26563896,7.393228863,5.073383111,0.5466388475,0.6605939889,3.358060761e-12,6.859479358e-15,43428957.58,26776517.69,12775141.98,4778912.691,1449830.478,367890.4153,80032.51947,15219.62527,2570.021328,385.5020397,82.56934892,0.0003553023284,0.1897674283,0.4975215235,1636.906754,1713.566355,0.007542017396,0.07079115238,30,100,0,15,0,22.10373932,42.77171116,30,0.0001,0,0.6,-0
7,2.736491076,13.63558196,0.2002604147,7.553519932e-16,57704.33086,61746.89801,6.490420191,298.0571335,33.32446198,7.515422264,5.318747663,0.5650839956,0.6812855173,4.568547601e-12,9.616735986e-15,44872293.83,28105259.87,13743000.61,5286144.886,1650913.675,431420.6087,96667.22954,18934.45212,3293.162329,508.8314979,108.9773459,0.0003671105955,0.1948554714,0.5108531017,1635.04604,1714.953937,0.007543602049,0.07077294763,30,100,0,15,0,28.89096764,45.17626504,30,0.0001,0,0.6,-0
7.2,2.75743758,13.5870583,0.1999506911,7.549027514e-16,57708.70767,61757.60006,6.500018961,298.057411,33.39819864,7.638996743,5.572128546,0.5839822951,0.7025715033,6.164077456e-12,1.336283288e-14,46349241.11,29454360.5,14746100.23,5827124.559,1871965.04,503417.7727,116098.7807,23406.48776,4190.164683,666.485476,142.7324431,0.0003791938421,0.2000994871,0.5245976446,1633.113811,1716.299925,0.007583008613,0.07031370891,30,100,0,15,0,33.21873338,47.38049908,30,0.0001,0,0.6,-0
7.4,2.774550818,13.51929355,0.1995505156,7.544530346e-16,57713.1836,61768.41235,6.50971845,298.0613964,34.45700112,7.763950067,5.83370763,0.603586561,0.7247305069,8.244814898e-12,1.839333567e-14,47862290.16,30823639.16,15783474.88,6402110.485,2113862.873,584553.6609,138646.8801,28748.84495,5293.169935,866.0699121,185.4618624,0.0003915724457,0.2055214514,0.5387528206,1631.107883,1717.619439,0.00759877923,0.07070836695,30,100,0,15,0,33.71936882,49.61709587,30,0.0001,0,0.6,-0
7.6,2.787186044,13.44758355,0.1991205954,7.540126194e-16,57716.98404,61778.56122,6.511213069,298.0673388,36.03590284,7.890304394,6.103817036,0.6239747098,0.7478511082,1.093756591e-11,2.509217211e-14,49415163.62,32213297.33,16854510.13,7011629.702,2377670.539,675610.1636,164684.4114,35095.33732,6640.946776,1116.971197,239.1735648,0.000404276862,0.2111563824,0.5534302106,1629.042653,1718.933348,0.007620311237,0.07123504521,30,100,0,15,0,30.35089038,53.1428743,30,0.0001,0,0.6,-0
7.8,2.796422826,13.39567284,0.1988014986,7.535825498e-16,57719.99532,61787.92026,6.50616071,298.0689387,36.46104395,8.018074956,6.382756072,0.6449147504,0.7716746584,1.439694624e-11,3.394169826e-14,51011393.58,33623726.87,17958585.3,7656136.818,2664437.441,777397.7597,194612.5469,42594.75964,8277.96056,1430.291744,306.2423491,0.0004173359878,0.2169852194,0.568677875,1626.943357,1720.252354,0.007572177611,0.0708721312,30,100,0,15,0,26.41179897,57.46546997,30,0.0001,0,0.6,-0
8,2.80249709,13.31835865,0.1983239074,7.531573508e-16,57722.62143,61796.92462,6.499355839,298.0696538,36.65111623,8.147271357,6.670796077,0.6665002812,0.796304156,1.88103011e-11,4.554371341e-14,52654119.77,35055486.5,19095084.37,8336014.8,2975194.732,890753.5561,228861.2546,51411.85986,10254.96403,1819.093166,389.4617799,0.00043077551,0.2229985146,0.5844227274,1624.789711,1721.561419,0.007642237856,0.07078219517,30,100,0,15,0,24.48886945,60.49806528,30,0.0001,0,0.6,-0
8.2,2.80426486,13.41822887,0.2007521609,7.527298193e-16,57725.40274,61806.07577,6.492644354,298.0782928,38.94712211,8.277885765,6.968099185,0.6887354192,0.8217421876,2.438356531e-11,6.058389976e-14,54346297.82,36508996.1,20262985.28,9051091.38,3310599.6,1016358.609,267818.1138,61705.19128,12623.31296,2297.182354,491.7843762,0.0004446196094,0.1798288474,0.4731596275,1622.566184,1722.844131,0.007703425079,0.07069166098,42,100,0,15,0,25.27268632,63.31800646,30,0.0001,0,0.6,-0
8.4,2.801008165,13.3596194,0.2009358886,7.522931073e-16,57728.87423,61815.91805,6.491910509,298.0840448,40.47603655,8.409958238,7.275148634,0.711786884,0.8481778348,3.140399661e-11,8.002917669e-14,56093367.18,37985547.61,21462243.03,9802203.368,3672044.377,1155297.326,312047.4498,73697.55132,15454.24582,2883.698031,617.3027327,0.0004589127871,0.1792146756,0.4698032129,1620.24176,1724.079032,0.007733462495,0.07102719121,42,100,0,15,0,28.73518275,68.90508518,30,0.0001,0,0.6,-0
8.6,2.793573196,13.31293681,0.2008492701,7.518468736e-16,57733.09101,61826.50382,6.495324444,298.0901651,42.10301189,8.543513554,7.592342581,0.7354918277,0.8754285876,4.020984958e-11,1.050553492e-13,57900610.38,39486486.75,22692516.01,10589774.69,4060676.462,1308581.461,362113.2639,87622.98575,18825.72919,3600.389711,770.6670865,0.0004736982609,0.1834092445,0.480531109,1617.830498,1725.269443,0.007741425836,0.07077885044,42,100,0,15,0,32.47190931,73.76073796,30,0.0001,0,0.6,-0
8.8,2.782096601,13.25059946,0.2005947161,7.51394829e-16,57737.78116,61837.57258,6.499162783,298.0950927,43.41308362,8.678547795,7.919890407,0.7598780674,0.9035251389,5.117159919e-11,1.369976691e-13,59772181.93,41013000.68,23953033.09,11413595.11,4477179.126,1477011.305,418515.807,103704.3433,22816.03975,4470.114403,956.7636485,0.0004890100199,0.1882583659,0.4931489747,1615.337451,1726.422662,0.007753139187,0.07057336424,42,100,0,15,0,34.84858566,78.98078358,30,0.0001,0,0.6,-0
9,2.765984673,13.17726654,0.2002361983,7.509409409e-16,57742.64054,61848.81279,6.500925976,298.0971792,43.96790805,8.815071046,8.258102807,0.7850006415,0.9325303049,6.47408987e-11,1.775191753e-13,61713308.79,42566700.82,25243352.67,12273700.76,4922417.053,1661512.203,481828.0827,122198.9441,27516.87834,5520.154991,1181.424249,0.0005048908269,0.1933186455,0.5063722882,1612.765868,1727.546128,0.007747170278,0.07046059408,42,100,0,15,0,35.70180731,84.01608119,30,0.0001,0,0.6,-0
9.2,2.745121189,13.13200381,0.2001348807,7.504870105e-16,57747.53107,61860.08816,6.500733788,298.0926716,42.769205,8.953092749,8.607292805,0.8108455266,0.9624289131,8.144582659e-11,2.28616228e-13,63729870.81,44149438.89,26563095.16,13170055.35,5397196.93,1863008.831,552646.1444,143383.2166,33029.62147,6781.542629,1451.28113,0.0005213887864,0.1985403176,0.5201083052,1610.120937,1728.644432,0.007760576223,0.07025228663,42,100,0,15,0,35.85791635,88.26495721,30,0.0001,0,0.6,-0
9.4,2.719273069,13.06131367,0.1998622919,7.500327658e-16,57752.46814,61871.4122,6.499906573,298.0939241,43.10234338,9.092628645,8.967828144,0.8374967786,0.9933178641,1.019174204e-10,2.927306561e-13,65828747.1,45763458.37,27912074.29,14102702.4,5902388.709,2082495.709,631621.9596,167565.7404,39469.8772,8290.496401,1774.074526,0.0005385601778,0.203927288,0.5342067284,1607.394097,1729.714426,0.007744186392,0.07020828836,42,100,0,15,0,36.09067356,90.33840841,30,0.0001,0,0.6,-0
9.6,2.688789445,12.97340628,0.1993994958,7.495772793e-16,57757.51689,61882.85478,6.497737754,298.0911781,42.3719127,9.233689742,9.340050345,0.8649319188,1.02517299,1.268786291e-10,3.727376733e-13,68017171.33,47411213.3,29290106.12,15071516.59,6438713.339,2320911.896,719408.1901,195068.2299,46962.25427,10087.30509,2158.413221,0.0005564641817,0.2094821896,0.5487965662,1604.585648,1730.75479,0.007788767874,0.07005233729,42,100,0,15,0,36.65014269,94.27950367,30,0.0001,0,0.6,-0
9.8,2.652986583,12.88688072,0.1989791627,7.491183169e-16,57762.85166,61894.59501,6.496400205,298.0894902,41.92286133,9.37629114,9.724341672,0.8932969697,1.058162986,1.571728727e-10,4.720729875e-13,70303490.7,49095529.69,30697162.27,16076380.68,7006880.17,2579218.211,816692.9344,226238.9654,55645.01545,12217.82433,2614.094358,0.0005751690883,0.2152224449,0.5638595943,1601.676608,1731.755565,0.007753738058,0.07020453174,42,100,0,15,0,38.07950768,96.84489969,30,0.0001,0,0.6,-0
10,2.611700549,12.79492009,0.1985085731,7.486545617e-16,57768.57827,61906.72967,6.495022514,298.0851769,40.77517695,9.520449382,10.12110666,0.9225521021,1.092245381,1.93775812e-10,5.94808523e-13,72697415,50819625.43,32133352.43,17117150.7,7607551.151,2858374.272,924189.9693,261450.2268,65669.92083,14733.74782,3152.161015,0.0005947543357,0.2211543893,0.579465413,1598.667789,1732.714687,0.007718330748,0.07019161793,42,100,0,15,0,40.03687254,99.70232904,30,0.0001,0,0.6,-0
10.2,2.563640005,12.70705862,0.1981510641,7.481845233e-16,57774.8063,61919.36896,6.494616666,298.0912856,42.40092491,9.666167155,10.53064757,0.9528904035,1.127644487,2.377212225e-10,7.453992476e-13,75209364.47,52586674.62,33598633.04,18193294.16,8240989.449,3159098.613,1042515.77,301048.2697,77185.46486,17687.87394,3783.890184,0.0006153051743,0.2272996867,0.5954764253,1595.537432,1733.622644,0.007716429375,0.07058189189,42,100,0,15,0,42.54810562,101.5827823,30,0.0001,0,0.6,-0
